,Unnamed: 0,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close,Gains,Loss,Avg_Gain,Avg_Loss,RSI
209,8981,EUR_USD,S5,True,5,2022-01-07T08:08:15.000000000Z,1.13056,1.13056,1.13046,1.13046,0,0,1.0325394580448E-05,1.25814786016142E-05,45.08
210,9017,EUR_USD,S5,True,4,2022-01-07T08:08:25.000000000Z,1.13046,1.13046,1.13042,1.13044,0,9.9999999999989E-05,8.26031566435844E-06,3.00651828812891E-05,21.55
211,9032,EUR_USD,S5,True,12,2022-01-07T08:08:30.000000000Z,1.13043,1.13044,1.13038,1.13038,0,2.99999999999745E-05,6.60825253148675E-06,3.00521463050262E-05,18.03
212,9101,EUR_USD,S5,True,4,2022-01-07T08:08:50.000000000Z,1.13029,1.1303,1.13027,1.13027,0,0.00014,5.2866020251894E-06,5.20417170440268E-05,9.22
213,9135,EUR_USD,S5,True,10,2022-01-07T08:09:00.000000000Z,1.13022,1.13028,1.13022,1.13028,0,7.00000000000145E-05,4.22928162015152E-06,5.56333736352243E-05,7.06
214,9152,EUR_USD,S5,True,5,2022-01-07T08:09:05.000000000Z,1.13029,1.1303,1.13026,1.13026,7.00000000000145E-05,0,1.73834252961241E-05,4.45066989081795E-05,28.09
215,9203,EUR_USD,S5,True,38,2022-01-07T08:09:20.000000000Z,1.13028,1.13042,1.13028,1.1303,0,1.00000000000655E-05,1.39067402368993E-05,3.76053591265567E-05,27
216,9239,EUR_USD,S5,True,7,2022-01-07T08:09:30.000000000Z,1.13039,1.13039,1.13034,1.13036,0.00011,0,3.31253921895303E-05,3.00842873012453E-05,52.41
217,9256,EUR_USD,S5,True,3,2022-01-07T08:09:35.000000000Z,1.13036,1.13036,1.13036,1.13036,0,2.99999999999745E-05,2.65003137516243E-05,3.00674298409912E-05,46.85
218,9275,EUR_USD,S5,True,6,2022-01-07T08:09:40.000000000Z,1.13038,1.1304,1.13037,1.13037,1.9999999999909E-05,0,2.52002510012812E-05,2.40539438727929E-05,51.16
219,9374,EUR_USD,S5,True,3,2022-01-07T08:10:10.000000000Z,1.13028,1.13028,1.13026,1.13028,0,9.9999999999989E-05,2.0160200801025E-05,3.92431550982321E-05,33.94
220,9391,EUR_USD,S5,True,10,2022-01-07T08:10:15.000000000Z,1.1303,1.13032,1.13029,1.13029,2.0000000000131E-05,0,2.01281606408462E-05,3.13945240785857E-05,39.07
221,9443,EUR_USD,S5,True,3,2022-01-07T08:10:30.000000000Z,1.13028,1.1303,1.13028,1.1303,0,2.0000000000131E-05,1.61025285126769E-05,2.91156192628948E-05,35.61
222,9494,EUR_USD,S5,True,1,2022-01-07T08:10:45.000000000Z,1.13028,1.13028,1.13028,1.13028,0,0,1.28820228101416E-05,2.32924954103158E-05,35.61
223,9527,EUR_USD,S5,True,8,2022-01-07T08:10:55.000000000Z,1.13022,1.13026,1.13017,1.13019,0,5.9999999999949E-05,1.03056182481132E-05,3.06339963282424E-05,25.17
224,9578,EUR_USD,S5,True,1,2022-01-07T08:11:10.000000000Z,1.13018,1.13018,1.13018,1.13018,0,4.000000000004E-05,8.2444945984906E-06,3.2507197062602E-05,20.23
225,9597,EUR_USD,S5,True,16,2022-01-07T08:11:15.000000000Z,1.13018,1.13024,1.13018,1.1302,0,0,6.59559567879248E-06,2.60057576500816E-05,20.23
226,9612,EUR_USD,S5,True,7,2022-01-07T08:11:20.000000000Z,1.13022,1.13022,1.13016,1.13018,4.000000000004E-05,0,1.3276476543042E-05,2.08046061200653E-05,38.96
227,9643,EUR_USD,S5,True,3,2022-01-07T08:11:25.000000000Z,1.13018,1.13018,1.13018,1.13018,0,4.000000000004E-05,1.06211812344336E-05,2.46436848960602E-05,30.12
228,9659,EUR_USD,S5,True,5,2022-01-07T08:11:35.000000000Z,1.13019,1.1302,1.13018,1.1302,1.00000000000655E-05,0,1.049694498756E-05,1.97149479168482E-05,34.74
229,9774,EUR_USD,S5,True,2,2022-01-07T08:12:10.000000000Z,1.13022,1.13022,1.1302,1.1302,2.99999999999745E-05,0,1.43975559900429E-05,1.57719583334785E-05,47.72
230,9789,EUR_USD,S5,True,1,2022-01-07T08:12:15.000000000Z,1.13018,1.13018,1.13018,1.13018,0,4.000000000004E-05,1.15180447920343E-05,2.06175666667908E-05,35.84
231,9838,EUR_USD,S5,True,1,2022-01-07T08:12:25.000000000Z,1.13022,1.13022,1.13022,1.13022,4.000000000004E-05,0,1.72144358336354E-05,1.64940533334327E-05,51.07
232,9885,EUR_USD,S5,True,7,2022-01-07T08:12:40.000000000Z,1.13023,1.13029,1.13023,1.13029,1.00000000000655E-05,0,1.57715486669215E-05,1.31952426667461E-05,54.45
233,9919,EUR_USD,S5,True,10,2022-01-07T08:12:55.000000000Z,1.13028,1.13032,1.13028,1.13032,4.99999999998835E-05,0,2.26172389335139E-05,1.05561941333969E-05,68.18
